problem,checkpoint,strict_solved,isolated_solved,core_solved,passed_tests,total_tests,total_pass_rate,isolated_pass_rate,core_pass_rate,cost,duration_seconds,steps,input_tokens,output_tokens,reasoning_tokens,loc,functions,cc_max,verbosity,erosion,cloned_pct
code_search,5,False,False,False,25,104,0.2403846153846154,0.0,0.0,0.277024,1515.21562,49,258951,17488,14522,348,11,32,0.4982078853046595,0.8933071197597107,0.0931899641577061
dag_execution,1,False,False,False,0,33,0.0,0.0,0.0,0.08364,1825.3418,11,26477,15380,15127,0,0,0,,,
dag_execution,2,False,False,False,0,41,0.0,0.0,0.0,2.583422,3276.396314,164,3047582,70895,33247,1386,23,35,0.29074074074074074,0.6511281544905023,0.03518518518518519
dag_execution,3,False,False,False,0,51,0.0,0.0,0.0,0.982096,1232.149239,64,1153188,32668,19626,1628,29,34,0.2975338106603023,0.6684277928366257,0.0477326968973747
database_migration,1,True,True,True,39,39,1.0,1.0,1.0,0.20468599999999998,634.055814,32,179472,13097,4255,439,16,19,0.37037037037037035,0.6997434779818991,0.06837606837606838
database_migration,2,False,False,False,0,0,0.0,0.0,0.0,0.117109,445.548758,15,95768,10476,4243,615,22,43,0.39478957915831664,0.8000500361942748,0.11222444889779559
database_migration,3,False,False,False,70,87,0.8045977011494253,0.48,0.0,0.295703,1947.873178,40,198592,29667,21724,615,22,43,0.39478957915831664,0.8000500361942748,0.11222444889779559
database_migration,4,False,False,False,73,117,0.6239316239316239,0.1,0.25,0.137349,1534.139277,27,86376,17337,16273,615,22,43,0.39478957915831664,0.8000500361942748,0.11222444889779559
database_migration,5,False,False,False,89,137,0.6496350364963503,0.8,0.7,0.651657,799.614761,42,681503,23329,12111,1034,36,56,0.3766388557806913,0.75013815129689,0.133492252681764
dynamic_config_service_api,1,False,False,False,0,47,0.0,0.0,0.0,0.055349999999999996,765.946135,13,22539,8788,8286,0,0,0,,,
dynamic_config_service_api,2,False,False,False,0,93,0.0,0.0,0.0,2.0726430000000002,2399.461548,159,2359175,58137,30930,1121,54,18,0.36713286713286714,0.3269147772678504,0.1258741258741259
dynamic_config_service_api,3,False,False,False,0,76,0.0,0.0,0.0,0.84808,2520.498595,79,828564,43903,28606,1710,76,18,0.33308383233532934,0.4065899941683591,0.1220059880239521
dynamic_config_service_api,4,False,False,False,0,81,0.0,0.0,0.0,3.004938,4290.26343,224,3035469,97644,68698,2501,103,31,0.3386515697375193,0.4507468300921322,0.1405043746783325
etl_pipeline,1,False,False,True,37,41,0.9024390243902439,0.9024390243902439,1.0,0.389133,650.074622,44,441691,20717,11038,399,16,61,0.65527950310559,0.8803882841726308,0.3136645962732919
etl_pipeline,2,False,True,True,69,73,0.9452054794520548,1.0,1.0,0.334334,1480.143963,22,269354,26889,17081,838,37,68,0.5862573099415205,0.8670700065381385,0.24853801169590642
etl_pipeline,3,False,False,True,112,117,0.9572649572649573,0.9772727272727273,1.0,0.294396,484.611538,27,269160,14164,9607,989,38,92,0.616421568627451,0.8985538485535168,0.2512254901960784
etl_pipeline,4,False,False,True,125,134,0.9328358208955224,0.7647058823529411,1.0,0.754412,1026.635765,65,915825,24359,12872,1150,41,103,0.6210855949895616,0.9111842643901047,0.2536534446764092
etl_pipeline,5,False,False,False,125,164,0.7621951219512195,0.0,0.0,1.168352,3712.834183,104,1143489,43877,23471,1013,30,97,0.5805288461538461,0.928518995071263,0.1935096153846154
file_backup,1,False,False,True,21,32,0.65625,0.65625,1.0,0.178253,572.357679,22,146091,14215,9374,259,12,17,0.1358695652173913,0.8078346544724744,0.0
file_backup,2,False,False,True,34,50,0.68,0.7222222222222222,1.0,0.142994,287.404911,23,139151,7566,3566,356,15,27,0.10344827586206896,0.8548787575133818,0.0
file_backup,3,False,False,True,21,68,0.3088235294117647,0.7222222222222222,1.0,0.244688,389.973587,31,234617,11417,6847,429,18,34,0.11949685534591195,0.8310330362635504,0.0
file_backup,4,False,False,True,40,89,0.449438202247191,0.9047619047619048,1.0,0.178959,447.552908,21,163174,11927,7530,509,20,43,0.1056701030927835,0.820711371215505,0.0
xjq,1,True,True,True,23,23,1.0,1.0,1.0,0.074542,172.460375,22,61642,7402,4397,97,5,13,0.12121212121212122,0.7648484490410588,0.0
xjq,2,False,False,False,47,51,0.9215686274509803,0.8571428571428571,0.9230769230769231,0.469542,754.039418,49,464505,22705,13828,261,16,25,0.060109289617486336,0.5908806797642523,0.0
xjq,3,False,False,False,8,96,0.08333333333333333,0.1111111111111111,0.12903225806451613,0.075368,148.63367,17,60514,5554,3106,339,21,25,0.13877551020408163,0.46322726234072004,0.0
xjq,4,False,False,False,10,122,0.08196721311475409,0.07692307692307693,0.0,0.140323,294.907255,24,139284,10827,3876,373,22,25,0.1259259259259259,0.44341628697739416,0.0
xjq,5,False,False,True,160,167,0.9580838323353293,0.9777777777777777,1.0,0.237974,500.845071,29,222651,14201,10462,420,24,25,0.11371237458193979,0.449235102298502,0.0
